canonical_smiles,docking_score,QED,Synthetic Accessibility,PAINS,SureChEMBL,Glaxo,Brenk,IC50,Chirality,FullStereoInfo,NumChiralCenters,E/Z_status,ligand_name,Minimum Energy
CN(c1ccc([N+](=O)[O-])cc1/C=N/NC(=O)COc1ccccc1)C1CCCCC1,-6.3,0.4044618923022329,2.393424658856258,0,0,1,1,1,Ахиральная,True,0,E/Z не применима,ligand_4135,-6.1
COP(=O)(OC)C(=NNS(=O)(=O)c1ccc(C)cc1)c1ccccc1,-6.6,0.4510707177751979,2.604942874972629,0,1,0,1,1,Ахиральная,True,0,E/Z не применима,ligand_4136,-6.6
CCc1nnc(S)n1/N=C/C(C)=C\c1ccccc1,-6.7,0.686362864015548,2.787533558909132,0,0,1,1,0,Ахиральная,True,0,E/Z не применима,ligand_4138,-6.5
O=[N+]([O-])c1ccc(Cl)c(/C=N/n2c(S)nnc2-c2ccncc2)c1,-6.9,0.3333918153522773,2.673447509872372,0,0,1,1,0,Ахиральная,True,0,E/Z не применима,ligand_4141,-7.0
CC(=O)Nc1ccc(NC(=O)c2cc(-c3ccc(C)c(C)c3)nc3ccccc23)cc1,2.0,0.4521498964030896,1.919804228077922,0,0,0,0,0,Ахиральная,True,0,E/Z не применима,ligand_4142,2.2
C/C(CC(=O)N1CCN(C=O)CC1)=N\NC(=O)c1cc2ccccc2cc1O,-6.6,0.4627629212330613,2.61553179003754,0,1,1,1,0,Ахиральная,True,0,E/Z не применима,ligand_4143,-6.9
Cc1n[nH]c(C)c1CCC(=O)N/N=C/C=C/c1ccccc1,-5.5,0.6353953007659225,2.465826653890053,0,1,1,1,0,Ахиральная,True,0,E/Z указана,ligand_4144,-5.5
Cc1ccc(/C=N/NC(=O)NC2CCCCC2)o1,-6.4,0.6382818057540508,2.266140573920909,0,0,1,1,0,Ахиральная,True,0,E/Z не применима,ligand_4145,-6.0
Cc1ccc(SC/C(O)=C(\C#N)c2nc3ccccc3s2)cc1,-6.5,0.4039287330377066,2.5623999128339747,0,0,0,1,1,Ахиральная,True,0,E/Z не применима,ligand_4146,-6.8
FC(F)(F)Oc1ccccc1CSc1nnc(-c2ccccc2)o1,-7.1,0.60963259405619,2.139448188605403,0,0,0,0,0,Ахиральная,True,0,E/Z не применима,ligand_4147,-7.0
COc1cc(/C=N/NC(=O)c2cc(-c3ccccc3OC(C)C)nc3ccccc23)ccc1O,2.4,0.296338521663116,2.314108610265997,0,0,1,1,0,Ахиральная,True,0,E/Z не применима,ligand_4148,2.8
COC(=O)c1cccc(COc2ccc3cc(Br)c(=O)oc3c2)c1,-7.6,0.4999973126703808,2.1364773741257643,0,0,0,1,0,Ахиральная,True,0,E/Z не применима,ligand_4151,-7.6
CC(=C/c1ccccc1)/C=N/Nc1nc(N2CCOCC2)nc(N2CCOCC2)n1,-6.5,0.5729287433168577,2.6781359169214234,0,0,0,1,0,Ахиральная,True,0,E/Z не применима,ligand_4152,-5.6
CC(=O)Nc1cnc(/C=C\CCCO)cn1,-5.4,0.7329559883665451,2.672536167656025,0,0,0,1,0,Ахиральная,True,0,E/Z указана,ligand_4153,-5.3
COc1ccc(C(=O)NCCN2CCCC2)cc1OC1CCN(C(C)C)CC1,-6.5,0.7409599632627081,2.1546636985088163,0,0,0,0,1,Ахиральная,True,0,E/Z не применима,ligand_4155,-6.2
O=CNNC=O,-3.1,0.2476339159422178,3.80703631751693,0,0,1,1,1,Ахиральная,True,0,E/Z не применима,ligand_4156,-3.1
COc1cccc(/C=N\NC(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F)c1,-7.3,0.3692020367321179,2.4376707624259275,0,0,1,1,0,Ахиральная,True,0,E/Z не применима,ligand_4157,-7.0
CC(C)CNc1cc(NC(=O)c2ccccc2)ncn1,-6.7,0.8763652758760115,1.972606483650546,0,0,0,0,0,Ахиральная,True,0,E/Z не применима,ligand_4158,-6.9
Oc1ccc(-c2cnco2)cc1,-5.4,0.6957085398465352,2.095291451517728,0,0,0,0,1,Ахиральная,True,0,E/Z не применима,ligand_4159,-5.4
O=C(N/N=C/c1cccc2ccccc12)c1cccc(F)c1,-7.0,0.5795856192878277,1.8179115783406024,0,0,1,1,0,Ахиральная,True,0,E/Z не применима,ligand_4161,-6.8
Cc1cccc(N/N=C2/COC(C)(C)CC2=O)c1,-6.8,0.8157274558330826,2.662998502914993,1,1,0,1,0,Ахиральная,True,0,E/Z не применима,ligand_4162,-6.7
CCCC/C=C/C=C\C=O,-4.3,0.2467253642166312,2.862751234807382,0,1,0,1,1,Ахиральная,True,0,E/Z указана,ligand_4165,-4.3
NC(=O)c1ccc(/C=N/O)nc1,-5.4,0.3666231051399812,2.551211491477769,0,1,0,1,0,Ахиральная,True,0,E/Z не применима,ligand_4167,-5.4
Cc1ccc(C(=O)O)o1,-4.4,0.6162692454992323,1.9172914687640183,0,0,0,0,1,Ахиральная,True,0,E/Z не применима,ligand_4170,-4.4
Cc1c(N)cccc1C(F)(F)F,-5.9,0.6023533449142102,2.0732353579338927,0,1,0,1,1,Ахиральная,True,0,E/Z не применима,ligand_4172,-5.9
CCc1cccc2c(CCO)c[nH]c12,-6.1,0.7630091684568289,2.1522325087690604,0,0,0,0,0,Ахиральная,True,0,E/Z не применима,ligand_4173,-6.2
COc1ccc(-n2c(Cc3cccs3)nnc2SCC(=O)Nc2ccc(OCc3ccccc3)cc2)cc1,-4.4,0.1992182118736009,2.271679648205504,0,0,0,0,0,Ахиральная,True,0,E/Z не применима,ligand_4174,-2.2
CC(C)c1ccccc1-c1nc(NCc2ccc(-c3cccnc3)cc2)c2ccccc2n1,-0.8,0.3122274184078699,2.2280667392918545,0,0,0,0,0,Ахиральная,True,0,E/Z не применима,ligand_4175,-0.8
CC(C)NC(=S)N/N=C/c1ccccc1[N+](=O)[O-],-5.6,0.3758119799025359,2.2762163679071428,0,1,0,1,0,Ахиральная,True,0,E/Z не применима,ligand_4176,-5.6
C(=N\N1CCN(c2ccccc2)CC1)\c1cccs1,-6.8,0.7993934909736762,2.201332344334233,0,0,0,1,1,Ахиральная,True,0,E/Z не применима,ligand_4178,-6.7
